ticket_id,customer_id,order_id,issue_category,created_at,resolved_at,resolution_status,csat_score
TKT002533,1978,ST2025001121,Delivery Delay,2024-02-23 14:39:00,2024-03-02 08:39:00,Resolved,4
TKT002534,6263,ST2025004245,Delivery Delay,2024-08-08 06:58:00,2024-08-11 02:58:00,Resolved,2
TKT002535,2571,ST2025004457,Vet Consult,2024-11-13 12:26:00,2024-11-19 12:26:00,Resolved,3
TKT002536,6793,ST2025009300,Payment Issue,2024-12-23 18:38:00,2024-12-30 21:38:00,Escalated,5
TKT002537,6497,ST2025004567,Payment Issue,2024-09-23 17:55:00,2024-09-29 00:55:00,Resolved,4
TKT002538,1260,ST2025005634,Product Issue,2024-11-17 21:22:00,2024-11-25 19:22:00,Resolved,3
TKT002539,1340,ST2025002942,Vet Consult,2024-03-18 01:46:00,2024-03-21 08:46:00,Pending,3
TKT002540,5855,ST2025003098,Delivery Delay,2024-08-03 23:50:00,2024-08-12 07:50:00,Pending,2
TKT002541,6685,ST2025005211,Vet Consult,2024-11-19 21:31:00,2024-11-27 03:31:00,Pending,5
TKT002542,9306,ST2025006295,Delivery Delay,2024-12-29 10:24:00,2025-01-03 20:24:00,Resolved,3
TKT002543,9976,ST2025003372,Delivery Delay,2024-07-11 21:54:00,2024-07-19 03:54:00,Resolved,4
TKT002544,2733,ST2025009350,Vet Consult,2024-09-12 09:18:00,2024-09-20 10:18:00,Pending,4
TKT002545,9026,ST2025007251,Product Issue,2024-09-13 11:47:00,2024-09-19 04:47:00,Resolved,3
TKT002546,9250,ST2025007093,Delivery Delay,2024-06-20 22:20:00,2024-06-27 18:20:00,Resolved,5
TKT002547,1906,ST2025002797,Delivery Delay,2024-07-13 22:58:00,2024-07-19 16:58:00,Resolved,4
TKT002548,2528,ST2025005214,Payment Issue,2024-09-13 16:36:00,2024-09-18 20:36:00,Resolved,5
TKT002549,2174,ST2025003803,Payment Issue,2024-06-19 13:25:00,2024-06-23 19:25:00,Resolved,3
TKT002550,9031,ST2025003209,Delivery Delay,2024-04-20 00:35:00,2024-04-21 23:35:00,Pending,4
TKT002551,1331,ST2025007520,Delivery Delay,2024-05-31 08:23:00,2024-06-05 23:23:00,Resolved,4
TKT002552,7167,ST2025006696,Vet Consult,2024-05-17 18:54:00,2024-05-23 23:54:00,Pending,4
TKT002553,7046,ST2025005467,Vet Consult,2024-09-02 15:23:00,2024-09-07 16:23:00,Escalated,1
TKT002554,5573,ST2025002528,Payment Issue,2024-07-05 00:43:00,2024-07-11 07:43:00,Resolved,5
TKT002555,1919,ST2025005138,Delivery Delay,2024-02-22 06:35:00,2024-02-26 12:35:00,Pending,3
TKT002556,4235,ST2025002363,Vet Consult,2024-02-23 16:47:00,2024-02-26 21:47:00,Resolved,1
TKT002557,6874,ST2025005797,Delivery Delay,2024-08-09 04:40:00,2024-08-12 20:40:00,Pending,3
TKT002558,4768,ST2025004569,Delivery Delay,2024-06-23 18:55:00,2024-06-25 12:55:00,Resolved,2
TKT002559,1956,ST2025006120,Delivery Delay,2024-05-08 03:10:00,2024-05-13 10:10:00,Resolved,4
TKT002560,1145,ST2025002372,Product Issue,2024-11-06 11:59:00,2024-11-07 05:59:00,Resolved,2
TKT002561,8512,ST2025008098,Payment Issue,2024-09-18 07:03:00,2024-09-22 05:03:00,Pending,2
TKT002562,1910,ST2025002664,Payment Issue,2024-02-20 19:21:00,2024-02-27 02:21:00,Resolved,4
TKT002563,4969,ST2025008798,Payment Issue,2024-10-20 00:17:00,2024-10-20 14:17:00,Pending,3
TKT002564,2404,ST2025008141,Delivery Delay,2024-04-24 06:13:00,2024-05-01 19:13:00,Pending,3
TKT002565,1910,ST2025004506,Delivery Delay,2024-06-13 22:37:00,2024-06-15 18:37:00,Pending,3
TKT002566,4247,ST2025001783,Payment Issue,2024-01-22 17:41:00,2024-01-29 06:41:00,Escalated,3
TKT002567,7681,ST2025006918,Product Issue,2024-09-01 19:59:00,2024-09-10 03:59:00,Resolved,5
TKT002568,7806,ST2025005394,Product Issue,2024-05-10 23:34:00,2024-05-13 13:34:00,Resolved,5
TKT002569,6122,ST2025005782,Delivery Delay,2024-06-02 20:09:00,2024-06-04 09:09:00,Resolved,4
TKT002570,1719,ST2025002342,Product Issue,2024-09-10 15:49:00,2024-09-16 22:49:00,Escalated,1
TKT002571,1571,ST2025002196,Product Issue,2024-08-04 12:26:00,2024-08-05 07:26:00,Resolved,5
TKT002572,9526,ST2025000038,Product Issue,2024-01-20 18:01:00,2024-01-24 21:01:00,Resolved,4
TKT002573,8263,ST2025009602,Delivery Delay,2024-12-01 21:15:00,2024-12-03 19:15:00,Resolved,4
TKT002574,2816,ST2025007134,Delivery Delay,2024-10-06 11:58:00,2024-10-13 17:58:00,Resolved,4
TKT002575,2553,ST2025006275,Product Issue,2024-08-04 21:48:00,2024-08-06 21:48:00,Resolved,5
TKT002576,8264,ST2025001128,Product Issue,2024-01-03 14:07:00,2024-01-06 15:07:00,Escalated,1
TKT002577,5041,ST2025004487,Delivery Delay,2024-03-08 23:14:00,2024-03-11 23:14:00,Pending,1
TKT002578,5321,ST2025004323,Delivery Delay,2024-03-16 22:19:00,2024-03-20 02:19:00,Resolved,4
TKT002579,9102,ST2025005083,Delivery Delay,2024-12-21 02:48:00,2024-12-24 15:48:00,Resolved,2
TKT002580,3547,ST2025004834,Delivery Delay,2024-09-25 19:13:00,2024-09-27 22:13:00,Resolved,2
TKT002581,3241,ST2025007858,Product Issue,2024-07-09 15:41:00,2024-07-17 08:41:00,Resolved,2
TKT002582,9996,ST2025002076,Vet Consult,2024-04-24 21:00:00,2024-04-26 21:00:00,Resolved,1
TKT002583,6356,ST2025006786,Vet Consult,2024-01-10 22:20:00,2024-01-17 19:20:00,Resolved,1
TKT002584,6134,ST2025001288,Vet Consult,2024-09-18 15:02:00,2024-09-21 19:02:00,Resolved,2
TKT002585,8867,ST2025009441,Delivery Delay,2024-04-14 16:18:00,2024-04-14 23:18:00,Resolved,4
TKT002586,7592,ST2025004993,Delivery Delay,2024-07-21 19:01:00,2024-07-25 15:01:00,Resolved,5
TKT002587,6971,ST2025000874,Vet Consult,2024-11-27 10:13:00,2024-11-29 19:13:00,Resolved,4
TKT002588,3553,ST2025004332,Payment Issue,2024-05-30 10:43:00,2024-06-05 23:43:00,Resolved,3
TKT002589,1725,ST2025005630,Delivery Delay,2024-01-30 17:21:00,2024-02-04 01:21:00,Pending,5
TKT002590,7614,ST2025004250,Delivery Delay,2024-02-25 02:45:00,2024-03-02 15:45:00,Pending,2
TKT002591,2689,ST2025002429,Delivery Delay,2024-10-07 04:01:00,2024-10-07 18:01:00,Resolved,4
TKT002592,9590,ST2025004181,Vet Consult,2024-06-04 01:09:00,2024-06-07 05:09:00,Resolved,4
TKT002593,5621,ST2025007073,Product Issue,2024-05-15 01:56:00,2024-05-18 21:56:00,Pending,2
TKT002594,8928,ST2025005245,Payment Issue,2024-02-12 16:17:00,2024-02-19 18:17:00,Pending,5
TKT002595,2717,ST2025009417,Product Issue,2024-10-26 23:42:00,2024-10-27 03:42:00,Escalated,2
TKT002596,1508,ST2025002710,Delivery Delay,2024-12-04 13:01:00,2024-12-12 20:01:00,Resolved,3
TKT002597,3689,ST2025002790,Delivery Delay,2024-05-28 17:40:00,2024-05-29 17:40:00,Resolved,3
TKT002598,9434,ST2025008623,Payment Issue,2024-01-21 13:11:00,2024-01-29 13:11:00,Pending,1
TKT002599,1548,ST2025009293,Payment Issue,2024-03-01 05:17:00,2024-03-05 16:17:00,Resolved,1
TKT002600,7752,ST2025002056,Payment Issue,2024-04-27 06:18:00,2024-05-03 05:18:00,Resolved,3
TKT002601,6269,ST2025003198,Payment Issue,2024-03-03 17:32:00,2024-03-04 18:32:00,Resolved,5
TKT002602,1187,ST2025009021,Delivery Delay,2024-04-02 18:51:00,2024-04-07 11:51:00,Resolved,3
TKT002603,5491,ST2025004069,Payment Issue,2024-07-06 09:58:00,2024-07-11 09:58:00,Pending,2
TKT002604,5780,ST2025004276,Payment Issue,2024-05-01 10:50:00,2024-05-03 11:50:00,Pending,5
TKT002605,8795,ST2025005464,Delivery Delay,2024-08-28 18:49:00,2024-08-29 13:49:00,Resolved,3
TKT002606,5154,ST2025004496,Vet Consult,2024-07-01 16:34:00,2024-07-08 11:34:00,Resolved,2
TKT002607,6247,ST2025004782,Product Issue,2024-01-11 14:55:00,2024-01-16 01:55:00,Pending,5
TKT002608,6644,ST2025001659,Product Issue,2024-09-17 19:42:00,2024-09-17 23:42:00,Escalated,5
TKT002609,6874,ST2025004766,Payment Issue,2024-06-02 16:32:00,2024-06-07 05:32:00,Resolved,1
TKT002610,3428,ST2025003002,Payment Issue,2024-11-09 21:25:00,2024-11-15 08:25:00,Resolved,5
TKT002611,2155,ST2025005946,Vet Consult,2024-02-28 02:57:00,2024-03-07 10:57:00,Escalated,3
TKT002612,1685,ST2025001262,Product Issue,2024-03-22 01:51:00,2024-03-27 09:51:00,Resolved,5
TKT002613,9804,ST2025009910,Delivery Delay,2024-01-12 00:02:00,2024-01-15 19:02:00,Resolved,2
TKT002614,6875,ST2025000437,Product Issue,2024-01-20 00:46:00,2024-01-22 13:46:00,Resolved,3
TKT002615,3307,ST2025001694,Delivery Delay,2024-09-26 09:14:00,2024-09-30 17:14:00,Pending,3
TKT002616,1824,ST2025000937,Vet Consult,2024-10-02 12:23:00,2024-10-10 17:23:00,Resolved,5
TKT002617,3712,ST2025007046,Delivery Delay,2024-09-26 22:00:00,2024-10-04 05:00:00,Resolved,1
TKT002618,2678,ST2025007743,Product Issue,2024-07-11 07:39:00,2024-07-12 16:39:00,Resolved,3
TKT002619,9974,ST2025008678,Delivery Delay,2024-07-26 14:32:00,2024-07-27 19:32:00,Resolved,2
TKT002620,6806,ST2025006267,Product Issue,2024-06-05 08:42:00,2024-06-13 08:42:00,Resolved,4
TKT002621,7981,ST2025000007,Product Issue,2024-02-06 04:54:00,2024-02-11 01:54:00,Resolved,4
TKT002622,9120,ST2025009835,Delivery Delay,2024-02-14 07:15:00,2024-02-15 01:15:00,Resolved,5
TKT002623,1555,ST2025002085,Payment Issue,2024-04-18 08:07:00,2024-04-26 06:07:00,Resolved,4
TKT002624,7981,ST2025007634,Payment Issue,2024-05-01 12:34:00,2024-05-07 00:34:00,Resolved,4
TKT002625,7047,ST2025009350,Delivery Delay,2024-10-03 21:59:00,2024-10-08 16:59:00,Resolved,2
TKT002626,7003,ST2025000766,Product Issue,2024-10-15 20:05:00,2024-10-19 06:05:00,Resolved,1
TKT002627,7541,ST2025000052,Delivery Delay,2024-11-20 17:23:00,2024-11-24 16:23:00,Pending,5
TKT002628,7099,ST2025006304,Delivery Delay,2024-11-08 15:27:00,2024-11-11 17:27:00,Resolved,4
TKT002629,2140,ST2025006077,Product Issue,2024-12-25 05:55:00,2024-12-27 07:55:00,Resolved,3
TKT002630,8255,ST2025004990,Payment Issue,2024-07-18 00:13:00,2024-07-19 02:13:00,Resolved,5
TKT002631,2032,ST2025000132,Vet Consult,2024-09-29 01:20:00,2024-10-04 11:20:00,Resolved,4
TKT002632,1354,ST2025002191,Payment Issue,2024-07-24 12:44:00,2024-07-27 08:44:00,Escalated,4
TKT002633,6534,ST2025005313,Vet Consult,2024-11-10 13:59:00,2024-11-12 04:59:00,Escalated,1
TKT002634,5725,ST2025004936,Product Issue,2024-12-28 02:34:00,2024-12-29 09:34:00,Resolved,1
TKT002635,4549,ST2025009420,Payment Issue,2024-08-27 23:49:00,2024-09-04 06:49:00,Resolved,4
TKT002636,5421,ST2025002021,Payment Issue,2024-03-29 03:43:00,2024-04-04 10:43:00,Pending,2
TKT002637,5512,ST2025002540,Delivery Delay,2024-02-27 14:40:00,2024-03-01 12:40:00,Pending,4
TKT002638,3587,ST2025006244,Product Issue,2024-03-22 15:47:00,2024-03-29 09:47:00,Resolved,2
TKT002639,9597,ST2025008646,Product Issue,2024-09-13 04:51:00,2024-09-19 08:51:00,Escalated,5
TKT002640,1006,ST2025002474,Vet Consult,2024-12-23 15:51:00,2024-12-26 02:51:00,Resolved,3
TKT002641,8595,ST2025003830,Product Issue,2024-05-10 08:59:00,2024-05-18 07:59:00,Resolved,2
TKT002642,6912,ST2025001827,Vet Consult,2024-08-01 22:54:00,2024-08-04 18:54:00,Resolved,2
TKT002643,7811,ST2025008757,Product Issue,2024-07-29 23:53:00,2024-08-03 22:53:00,Pending,1
TKT002644,6218,ST2025007547,Delivery Delay,2024-10-05 10:42:00,2024-10-11 10:42:00,Resolved,2
TKT002645,3187,ST2025000761,Vet Consult,2024-08-09 11:51:00,2024-08-09 21:51:00,Resolved,1
TKT002646,3580,ST2025004160,Product Issue,2024-07-16 04:54:00,2024-07-20 16:54:00,Resolved,5
TKT002647,5399,ST2025008916,Product Issue,2024-06-19 12:10:00,2024-06-20 04:10:00,Pending,5
TKT002648,9334,ST2025002696,Payment Issue,2024-08-01 21:57:00,2024-08-07 04:57:00,Escalated,3
TKT002649,5998,ST2025000983,Product Issue,2024-11-29 00:00:00,2024-12-02 13:00:00,Escalated,1
TKT002650,2093,ST2025004266,Delivery Delay,2024-12-06 18:30:00,2024-12-08 09:30:00,Resolved,5
TKT002651,2545,ST2025004276,Vet Consult,2024-12-25 08:40:00,2025-01-01 05:40:00,Resolved,5
TKT002652,8647,ST2025008837,Delivery Delay,2024-11-28 21:48:00,2024-12-04 17:48:00,Resolved,1
TKT002653,4439,ST2025002074,Payment Issue,2024-08-17 14:45:00,2024-08-25 21:45:00,Resolved,4
TKT002654,8432,ST2025004600,Vet Consult,2024-06-16 18:45:00,2024-06-20 21:45:00,Pending,3
TKT002655,5129,ST2025004938,Vet Consult,2024-06-06 19:11:00,2024-06-13 05:11:00,Resolved,2
TKT002656,5460,ST2025002226,Delivery Delay,2024-05-09 14:51:00,2024-05-14 21:51:00,Resolved,5
TKT002657,4808,ST2025007715,Delivery Delay,2024-11-24 15:04:00,2024-11-27 00:04:00,Pending,4
TKT002658,1319,ST2025006359,Delivery Delay,2024-01-06 18:54:00,2024-01-13 20:54:00,Pending,3
TKT002659,8605,ST2025008301,Delivery Delay,2024-07-11 05:18:00,2024-07-12 20:18:00,Resolved,2
TKT002660,8686,ST2025000227,Product Issue,2024-05-16 19:19:00,2024-05-24 02:19:00,Resolved,3
TKT002661,3233,ST2025006350,Vet Consult,2024-01-28 16:13:00,2024-01-30 07:13:00,Resolved,2
TKT002662,6494,ST2025004737,Product Issue,2024-03-22 10:36:00,2024-03-24 06:36:00,Resolved,1
TKT002663,4103,ST2025002276,Payment Issue,2024-09-27 04:04:00,2024-09-30 20:04:00,Resolved,5
TKT002664,7984,ST2025001452,Payment Issue,2024-12-05 22:13:00,2024-12-09 13:13:00,Pending,5
TKT002665,3745,ST2025003117,Product Issue,2024-05-27 08:52:00,2024-05-31 11:52:00,Pending,1
TKT002666,4064,ST2025001511,Product Issue,2024-07-27 09:02:00,2024-07-28 00:02:00,Pending,4
TKT002667,1295,ST2025001774,Payment Issue,2024-03-13 15:15:00,2024-03-16 19:15:00,Resolved,2
TKT002668,6757,ST2025000442,Delivery Delay,2024-08-21 13:33:00,2024-08-24 00:33:00,Resolved,5
TKT002669,7636,ST2025001096,Vet Consult,2024-12-14 01:41:00,2024-12-17 12:41:00,Escalated,4
TKT002670,2235,ST2025009980,Product Issue,2024-06-22 17:34:00,2024-06-25 06:34:00,Escalated,4
TKT002671,1669,ST2025009471,Delivery Delay,2024-04-05 18:09:00,2024-04-11 07:09:00,Pending,4
TKT002672,3389,ST2025006197,Product Issue,2024-04-06 22:46:00,2024-04-11 00:46:00,Resolved,4
TKT002673,8574,ST2025003900,Payment Issue,2024-07-05 21:00:00,2024-07-11 03:00:00,Resolved,5
TKT002674,5811,ST2025000644,Vet Consult,2024-01-23 08:05:00,2024-01-24 13:05:00,Resolved,5
TKT002675,4464,ST2025005427,Product Issue,2024-08-23 10:41:00,2024-08-25 02:41:00,Resolved,2
TKT002676,1539,ST2025003880,Vet Consult,2024-09-11 12:09:00,2024-09-15 18:09:00,Resolved,2
TKT002677,1661,ST2025003321,Payment Issue,2024-01-23 08:50:00,2024-01-29 06:50:00,Resolved,3
TKT002678,5320,ST2025000703,Payment Issue,2024-03-16 04:23:00,2024-03-19 22:23:00,Pending,2
TKT002679,4124,ST2025004354,Delivery Delay,2024-02-11 03:40:00,2024-02-16 22:40:00,Resolved,1
TKT002680,4765,ST2025008378,Product Issue,2024-08-04 08:29:00,2024-08-11 05:29:00,Pending,4
TKT002681,5686,ST2025009995,Product Issue,2024-08-01 03:25:00,2024-08-02 00:25:00,Escalated,5
TKT002682,2725,ST2025006025,Delivery Delay,2024-07-29 15:15:00,2024-08-03 01:15:00,Pending,1
TKT002683,2916,ST2025004240,Vet Consult,2024-09-21 00:03:00,2024-09-24 23:03:00,Resolved,2
TKT002684,3984,ST2025006334,Product Issue,2024-10-15 11:34:00,2024-10-20 02:34:00,Resolved,3
TKT002685,6827,ST2025000845,Product Issue,2024-07-18 15:42:00,2024-07-26 12:42:00,Resolved,1
TKT002686,9632,ST2025002364,Vet Consult,2024-06-17 18:06:00,2024-06-22 18:06:00,Pending,1
TKT002687,8480,ST2025009551,Product Issue,2024-01-16 02:03:00,2024-01-16 17:03:00,Resolved,5
TKT002688,6854,ST2025005135,Payment Issue,2024-03-15 06:19:00,2024-03-21 13:19:00,Resolved,5
TKT002689,9566,ST2025008666,Payment Issue,2024-09-09 19:07:00,2024-09-10 11:07:00,Escalated,5
TKT002690,4763,ST2025008294,Vet Consult,2024-01-17 09:15:00,2024-01-25 15:15:00,Resolved,1
TKT002691,5112,ST2025006583,Delivery Delay,2024-05-07 18:13:00,2024-05-08 20:13:00,Escalated,5
TKT002692,7901,ST2025004921,Payment Issue,2024-02-08 18:39:00,2024-02-14 12:39:00,Resolved,5
TKT002693,6555,ST2025003992,Product Issue,2024-11-15 03:36:00,2024-11-20 19:36:00,Resolved,5
TKT002694,7019,ST2025001330,Payment Issue,2024-02-04 04:15:00,2024-02-05 20:15:00,Pending,1
TKT002695,5631,ST2025006548,Delivery Delay,2024-12-28 21:49:00,2025-01-02 02:49:00,Pending,2
TKT002696,3338,ST2025005700,Product Issue,2024-04-15 21:42:00,2024-04-19 21:42:00,Resolved,1
TKT002697,3617,ST2025009195,Payment Issue,2024-07-18 20:46:00,2024-07-19 22:46:00,Resolved,5
TKT002698,5729,ST2025001383,Delivery Delay,2024-08-15 04:34:00,2024-08-19 16:34:00,Resolved,5
TKT002699,2234,ST2025005486,Product Issue,2024-10-26 11:38:00,2024-11-02 17:38:00,Pending,3
TKT002700,5023,ST2025003812,Product Issue,2024-11-14 20:47:00,2024-11-19 19:47:00,Resolved,3
TKT002701,4959,ST2025000195,Payment Issue,2024-04-10 14:10:00,2024-04-14 09:10:00,Pending,1
TKT002702,9880,ST2025002564,Vet Consult,2024-10-22 11:59:00,2024-10-27 20:59:00,Resolved,4
TKT002703,3403,ST2025008540,Product Issue,2024-05-23 11:24:00,2024-05-28 19:24:00,Resolved,5
TKT002704,5797,ST2025007771,Vet Consult,2024-04-03 01:15:00,2024-04-06 23:15:00,Resolved,2
TKT002705,5763,ST2025005966,Payment Issue,2024-08-25 02:25:00,2024-08-30 23:25:00,Resolved,3
TKT002706,1285,ST2025005652,Delivery Delay,2024-11-23 10:21:00,2024-11-25 08:21:00,Resolved,5
TKT002707,7344,ST2025009198,Vet Consult,2024-08-26 22:22:00,2024-08-31 08:22:00,Pending,2
TKT002708,7850,ST2025004234,Payment Issue,2024-02-27 19:41:00,2024-03-04 03:41:00,Resolved,1
TKT002709,8067,ST2025001541,Payment Issue,2024-03-03 06:23:00,2024-03-07 18:23:00,Pending,2
TKT002710,3967,ST2025002747,Product Issue,2024-08-05 21:24:00,2024-08-10 18:24:00,Resolved,5
TKT002711,4182,ST2025005739,Delivery Delay,2024-07-10 17:54:00,2024-07-18 16:54:00,Resolved,4
TKT002712,6430,ST2025006639,Product Issue,2024-04-16 21:34:00,2024-04-23 01:34:00,Pending,1
TKT002713,3568,ST2025005545,Delivery Delay,2024-11-30 14:51:00,2024-12-03 02:51:00,Resolved,5
TKT002714,3739,ST2025009418,Product Issue,2024-06-05 19:47:00,2024-06-07 05:47:00,Resolved,3
TKT002715,9269,ST2025008763,Product Issue,2024-09-04 15:35:00,2024-09-10 13:35:00,Pending,5
TKT002716,3980,ST2025006981,Product Issue,2024-12-01 07:45:00,2024-12-05 10:45:00,Resolved,1
TKT002717,5845,ST2025006535,Product Issue,2024-07-10 23:29:00,2024-07-18 06:29:00,Resolved,3
TKT002718,6031,ST2025007179,Vet Consult,2024-03-23 09:31:00,2024-03-24 11:31:00,Pending,4
TKT002719,2948,ST2025000062,Payment Issue,2024-11-28 17:45:00,2024-11-29 09:45:00,Resolved,3
TKT002720,9476,ST2025009966,Product Issue,2024-08-26 15:02:00,2024-08-29 08:02:00,Escalated,1
TKT002721,9071,ST2025001079,Payment Issue,2024-09-22 10:22:00,2024-09-23 03:22:00,Resolved,3
TKT002722,7953,ST2025008950,Product Issue,2024-08-11 12:13:00,2024-08-16 06:13:00,Escalated,5
TKT002723,9074,ST2025008635,Vet Consult,2024-06-16 10:41:00,2024-06-16 12:41:00,Resolved,2
TKT002724,2985,ST2025009090,Product Issue,2024-11-06 23:22:00,2024-11-11 19:22:00,Resolved,5
TKT002725,3591,ST2025001408,Product Issue,2024-03-14 01:37:00,2024-03-15 23:37:00,Resolved,2
TKT002726,5327,ST2025004098,Delivery Delay,2024-03-18 04:06:00,2024-03-19 19:06:00,Resolved,5
TKT002727,5729,ST2025000374,Payment Issue,2024-07-04 09:30:00,2024-07-11 23:30:00,Resolved,4
TKT002728,7970,ST2025000193,Product Issue,2024-03-30 07:14:00,2024-04-03 00:14:00,Resolved,5
TKT002729,9548,ST2025001034,Payment Issue,2024-06-22 18:40:00,2024-06-29 06:40:00,Resolved,5
TKT002730,1678,ST2025005901,Delivery Delay,2024-08-27 07:07:00,2024-08-27 09:07:00,Resolved,3
TKT002731,5214,ST2025009547,Delivery Delay,2024-03-25 09:17:00,2024-03-28 12:17:00,Resolved,4
TKT002732,3125,ST2025001787,Vet Consult,2024-12-28 04:27:00,2024-12-31 22:27:00,Pending,1
TKT002733,5841,ST2025007821,Product Issue,2024-10-24 13:44:00,2024-10-29 19:44:00,Resolved,2
TKT002734,8158,ST2025001862,Vet Consult,2024-04-02 04:29:00,2024-04-10 00:29:00,Resolved,4
TKT002735,5227,ST2025000136,Vet Consult,2024-02-19 19:48:00,2024-02-24 18:48:00,Resolved,3
TKT002736,6891,ST2025008693,Vet Consult,2024-12-07 14:42:00,2024-12-09 09:42:00,Resolved,4
TKT002737,4775,ST2025005467,Delivery Delay,2024-05-08 05:06:00,2024-05-08 11:06:00,Resolved,3
TKT002738,3156,ST2025007379,Payment Issue,2024-02-12 12:59:00,2024-02-12 19:59:00,Resolved,2
TKT002739,1539,ST2025004244,Product Issue,2024-09-19 15:45:00,2024-09-25 18:45:00,Resolved,2
TKT002740,6048,ST2025000290,Delivery Delay,2024-10-12 10:19:00,2024-10-20 11:19:00,Pending,5
TKT002741,8408,ST2025005364,Payment Issue,2024-09-04 03:21:00,2024-09-06 15:21:00,Resolved,3
TKT002742,6552,ST2025007648,Delivery Delay,2024-05-07 20:48:00,2024-05-13 14:48:00,Resolved,1
TKT002743,5813,ST2025009233,Vet Consult,2024-08-07 09:44:00,2024-08-11 17:44:00,Pending,1
TKT002744,8818,ST2025000482,Vet Consult,2024-10-13 02:20:00,2024-10-17 11:20:00,Resolved,5
TKT002745,1687,ST2025005548,Delivery Delay,2024-01-06 18:23:00,2024-01-09 07:23:00,Resolved,5
TKT002746,4374,ST2025001585,Vet Consult,2024-06-05 03:27:00,2024-06-12 03:27:00,Resolved,5
TKT002747,8838,ST2025005477,Vet Consult,2024-05-25 21:10:00,2024-05-31 15:10:00,Resolved,1
TKT002748,6720,ST2025005460,Delivery Delay,2024-07-13 04:17:00,2024-07-17 09:17:00,Pending,2
TKT002749,6492,ST2025001153,Vet Consult,2024-07-18 15:56:00,2024-07-23 13:56:00,Resolved,1
TKT002750,3681,ST2025008188,Vet Consult,2024-07-11 18:38:00,2024-07-18 00:38:00,Resolved,3
TKT002751,2161,ST2025006681,Product Issue,2024-07-19 00:06:00,2024-07-19 15:06:00,Resolved,2
TKT002752,5212,ST2025001449,Product Issue,2024-04-07 18:03:00,2024-04-10 15:03:00,Resolved,1
TKT002753,2032,ST2025006964,Vet Consult,2024-03-20 05:42:00,2024-03-27 03:42:00,Resolved,5
TKT002754,9162,ST2025008620,Vet Consult,2024-02-22 03:47:00,2024-02-24 17:47:00,Resolved,3
TKT002755,5179,ST2025003748,Payment Issue,2024-09-23 20:42:00,2024-09-27 09:42:00,Resolved,2
TKT002756,2025,ST2025001340,Product Issue,2024-09-20 13:05:00,2024-09-26 05:05:00,Resolved,5
TKT002757,1001,ST2025007934,Vet Consult,2024-12-27 11:54:00,2025-01-04 07:54:00,Pending,1
TKT002758,2161,ST2025004651,Payment Issue,2024-08-27 07:51:00,2024-09-02 17:51:00,Resolved,3
TKT002759,4614,ST2025008995,Payment Issue,2024-08-04 20:47:00,2024-08-10 19:47:00,Resolved,4
TKT002760,1695,ST2025007304,Vet Consult,2024-12-11 01:02:00,2024-12-16 09:02:00,Resolved,2
TKT002761,6086,ST2025001113,Delivery Delay,2024-12-28 01:47:00,2025-01-04 16:47:00,Pending,4
TKT002762,2690,ST2025000985,Delivery Delay,2024-03-17 23:00:00,2024-03-21 10:00:00,Resolved,1
TKT002763,5183,ST2025008607,Vet Consult,2024-07-20 08:53:00,2024-07-21 04:53:00,Resolved,4
TKT002764,6451,ST2025007910,Payment Issue,2024-01-10 01:14:00,2024-01-10 19:14:00,Resolved,4
TKT002765,6671,ST2025009394,Payment Issue,2024-12-18 06:53:00,2024-12-19 02:53:00,Resolved,5
TKT002766,9209,ST2025006153,Product Issue,2024-11-11 02:53:00,2024-11-11 05:53:00,Resolved,3
TKT002767,8340,ST2025008592,Payment Issue,2024-08-20 23:55:00,2024-08-22 23:55:00,Resolved,2
TKT002768,1212,ST2025008423,Payment Issue,2024-06-13 11:09:00,2024-06-19 23:09:00,Pending,2
TKT002769,9718,ST2025000308,Product Issue,2024-10-19 05:21:00,2024-10-24 15:21:00,Escalated,2
TKT002770,1559,ST2025002453,Product Issue,2024-05-19 05:27:00,2024-05-25 22:27:00,Resolved,3
TKT002771,2860,ST2025001828,Delivery Delay,2024-11-30 10:16:00,2024-12-08 06:16:00,Resolved,5
TKT002772,5979,ST2025002079,Delivery Delay,2024-03-01 12:24:00,2024-03-03 07:24:00,Escalated,5
TKT002773,9407,ST2025007591,Payment Issue,2024-03-25 03:25:00,2024-04-01 06:25:00,Resolved,4
TKT002774,7082,ST2025001773,Vet Consult,2024-12-30 07:08:00,2024-12-31 18:08:00,Resolved,3
TKT002775,5051,ST2025008805,Vet Consult,2024-01-05 15:49:00,2024-01-12 01:49:00,Resolved,1
TKT002776,9127,ST2025008423,Payment Issue,2024-11-23 17:28:00,2024-11-25 17:28:00,Pending,2
TKT002777,3914,ST2025000425,Product Issue,2024-02-01 03:57:00,2024-02-05 10:57:00,Pending,3
TKT002778,3690,ST2025002860,Payment Issue,2024-04-05 16:23:00,2024-04-07 03:23:00,Escalated,1
TKT002779,7593,ST2025005829,Delivery Delay,2024-07-16 04:44:00,2024-07-20 04:44:00,Pending,2
TKT002780,2663,ST2025007479,Payment Issue,2024-01-10 14:01:00,2024-01-13 20:01:00,Resolved,3
TKT002781,4688,ST2025001819,Delivery Delay,2024-01-31 10:35:00,2024-02-05 10:35:00,Resolved,5
TKT002782,4640,ST2025007865,Vet Consult,2024-01-01 11:49:00,2024-01-01 15:49:00,Resolved,3
