order_id,warehouse,first_mile_scan,hub_in_scan,out_for_delivery,rto_flag,courier_delay_flag,weight,shipment_tat_hours
ST2025004243,GGN,2024-06-03 11:36:00,2024-06-04 05:36:00,2024-06-04 08:36:00,False,False,1.58,100
ST2025004244,DEL,2024-09-23 15:28:00,2024-09-24 15:28:00,2024-09-25 15:28:00,False,True,1.28,197
ST2025004245,BLR,2024-08-29 00:23:00,2024-08-30 08:23:00,2024-08-31 02:23:00,False,False,1.33,131
ST2025004246,HYD,2024-11-09 02:02:00,2024-11-09 16:02:00,2024-11-10 05:02:00,True,False,1.94,191
ST2025004247,BLR,2024-10-12 18:02:00,2024-10-13 10:02:00,2024-10-14 09:02:00,True,False,0.78,38
ST2025004248,GGN,2024-02-05 16:56:00,2024-02-06 11:56:00,2024-02-08 13:56:00,True,False,1.78,157
ST2025004249,BOM,2024-08-18 18:52:00,2024-08-19 12:52:00,2024-08-20 21:52:00,False,False,0.89,31
ST2025004250,BLR,2024-03-17 08:14:00,2024-03-18 08:14:00,2024-03-18 16:14:00,False,False,2.43,41
ST2025004251,HYD,2024-02-25 15:26:00,2024-02-26 13:26:00,2024-02-28 04:26:00,False,False,2.58,98
ST2025004252,GGN,2024-08-24 09:48:00,2024-08-25 01:48:00,2024-08-26 11:48:00,False,False,2.7,42
ST2025004253,BLR,2024-11-10 09:05:00,2024-11-11 05:05:00,2024-11-12 22:05:00,False,True,0.3,71
ST2025004254,BLR,2024-04-17 18:55:00,2024-04-18 17:55:00,2024-04-20 06:55:00,False,False,1.56,162
ST2025004255,DEL,2024-12-10 23:21:00,2024-12-12 03:21:00,2024-12-13 01:21:00,False,False,0.7,84
ST2025004256,GGN,2024-12-30 21:33:00,2024-12-31 09:33:00,2024-12-31 16:33:00,False,True,1.11,53
ST2025004257,BLR,2024-05-17 19:36:00,2024-05-18 18:36:00,2024-05-19 14:36:00,False,False,2.07,48
ST2025004258,DEL,2024-01-19 00:16:00,2024-01-19 21:16:00,2024-01-20 08:16:00,False,False,2.05,145
ST2025004259,HYD,2024-04-09 23:25:00,2024-04-10 05:25:00,2024-04-10 18:25:00,False,True,2.97,60
ST2025004260,BLR,2024-05-27 07:54:00,2024-05-28 04:54:00,2024-05-28 01:54:00,False,False,2.23,115
ST2025004261,BOM,2024-12-16 18:26:00,2024-12-18 00:26:00,2024-12-18 11:26:00,False,True,2.17,30
ST2025004262,HYD,2024-08-02 11:43:00,2024-08-03 10:43:00,2024-08-03 21:43:00,False,False,2.55,187
ST2025004263,HYD,2024-11-25 00:33:00,2024-11-26 01:33:00,2024-11-25 23:33:00,False,False,1.17,89
ST2025004264,HYD,2024-12-22 01:52:00,2024-12-22 06:52:00,2024-12-24 14:52:00,False,False,0.61,194
ST2025004265,BLR,2024-01-16 10:27:00,2024-01-16 19:27:00,2024-01-17 17:27:00,False,False,2.01,97
ST2025004266,BLR,2024-08-04 04:37:00,2024-08-05 00:37:00,2024-08-06 12:37:00,False,False,1.56,191
ST2025004267,HYD,2024-11-23 22:14:00,2024-11-24 18:14:00,2024-11-26 19:14:00,False,False,2.52,111
ST2025004268,BOM,2024-12-24 21:34:00,2024-12-25 05:34:00,2024-12-27 10:34:00,False,False,1.55,75
ST2025004269,GGN,2024-07-17 08:26:00,2024-07-17 16:26:00,2024-07-19 22:26:00,False,False,2.33,74
ST2025004270,HYD,2024-06-26 10:49:00,2024-06-27 10:49:00,2024-06-28 14:49:00,False,False,0.7,129
ST2025004271,HYD,2024-01-22 15:24:00,2024-01-23 08:24:00,2024-01-24 03:24:00,False,False,2.0,188
ST2025004272,HYD,2024-08-19 15:05:00,2024-08-20 07:05:00,2024-08-21 14:05:00,True,False,2.38,154
ST2025004273,HYD,2024-10-28 02:19:00,2024-10-28 15:19:00,2024-10-30 05:19:00,True,False,1.28,195
ST2025004274,HYD,2024-02-28 07:20:00,2024-02-28 14:20:00,2024-02-29 14:20:00,False,False,0.57,190
ST2025004275,DEL,2024-12-24 21:00:00,2024-12-25 16:00:00,2024-12-26 02:00:00,False,True,2.6,90
ST2025004276,BOM,2024-02-10 17:52:00,2024-02-11 15:52:00,2024-02-12 05:52:00,False,False,1.58,100
ST2025004277,HYD,2024-05-27 19:23:00,2024-05-27 23:23:00,2024-05-30 01:23:00,True,True,2.72,163
ST2025004278,BOM,2024-03-15 03:48:00,2024-03-16 00:48:00,2024-03-16 05:48:00,False,False,0.57,156
ST2025004279,DEL,2024-08-20 17:18:00,2024-08-21 14:18:00,2024-08-22 23:18:00,False,False,2.1,87
ST2025004280,BOM,2024-03-09 17:21:00,2024-03-10 10:21:00,2024-03-11 16:21:00,False,False,0.95,93
ST2025004281,BLR,2024-03-08 23:20:00,2024-03-09 14:20:00,2024-03-10 06:20:00,False,False,2.99,114
ST2025004282,BOM,2024-03-24 09:22:00,2024-03-25 04:22:00,2024-03-26 00:22:00,False,False,0.64,155
ST2025004283,GGN,2024-07-22 11:58:00,2024-07-23 08:58:00,2024-07-24 19:58:00,False,False,1.77,129
ST2025004284,GGN,2024-05-14 00:35:00,2024-05-14 05:35:00,2024-05-15 06:35:00,False,True,2.97,111
ST2025004285,GGN,2024-06-03 16:45:00,2024-06-04 10:45:00,2024-06-06 01:45:00,False,False,2.11,123
ST2025004286,HYD,2024-08-16 10:48:00,2024-08-17 05:48:00,2024-08-19 04:48:00,False,False,1.75,26
ST2025004287,BOM,2024-02-18 03:04:00,2024-02-19 04:04:00,2024-02-20 05:04:00,False,False,0.62,175
ST2025004288,BLR,2024-02-01 14:27:00,2024-02-02 07:27:00,2024-02-04 02:27:00,False,False,1.27,94
ST2025004289,HYD,2024-08-17 23:15:00,2024-08-18 11:15:00,2024-08-19 19:15:00,False,False,1.76,120
ST2025004290,BLR,2024-08-18 18:44:00,2024-08-19 01:44:00,2024-08-20 09:44:00,False,False,0.68,139
ST2025004291,BLR,2024-09-25 05:23:00,2024-09-26 03:23:00,2024-09-28 00:23:00,False,False,2.98,148
ST2025004292,GGN,2024-03-15 10:58:00,2024-03-16 01:58:00,2024-03-16 10:58:00,True,False,0.7,186
ST2025004293,DEL,2024-12-10 03:58:00,2024-12-10 18:58:00,2024-12-11 09:58:00,False,False,0.37,120
ST2025004294,HYD,2024-12-16 10:54:00,2024-12-16 14:54:00,2024-12-18 14:54:00,False,True,0.84,138
ST2025004295,GGN,2024-01-25 06:05:00,2024-01-25 14:05:00,2024-01-27 22:05:00,False,False,2.04,49
ST2025004296,GGN,2024-01-23 11:16:00,2024-01-24 12:16:00,2024-01-25 05:16:00,False,False,2.85,169
ST2025004297,BLR,2024-04-21 06:23:00,2024-04-22 04:23:00,2024-04-23 01:23:00,False,False,1.11,126
ST2025004298,GGN,2024-03-19 17:30:00,2024-03-20 14:30:00,2024-03-21 00:30:00,True,False,2.05,28
ST2025004299,HYD,2024-07-02 12:44:00,2024-07-03 01:44:00,2024-07-04 03:44:00,True,True,2.7,83
ST2025004300,DEL,2024-03-24 23:36:00,2024-03-25 21:36:00,2024-03-25 19:36:00,True,False,1.59,110
ST2025004301,HYD,2024-03-17 17:30:00,2024-03-18 01:30:00,2024-03-20 09:30:00,False,False,2.82,126
ST2025004302,DEL,2024-02-26 01:18:00,2024-02-26 07:18:00,2024-02-27 11:18:00,False,False,1.26,72
ST2025004303,BOM,2024-09-16 07:11:00,2024-09-17 03:11:00,2024-09-17 14:11:00,False,False,0.88,158
ST2025004304,HYD,2024-10-27 01:02:00,2024-10-27 22:02:00,2024-10-29 00:02:00,False,False,2.11,159
ST2025004305,HYD,2024-02-11 12:58:00,2024-02-11 15:58:00,2024-02-13 01:58:00,False,False,0.31,97
ST2025004306,DEL,2024-09-28 20:03:00,2024-09-29 12:03:00,2024-10-01 05:03:00,False,False,0.31,163
ST2025004307,HYD,2024-12-24 09:17:00,2024-12-24 23:17:00,2024-12-26 08:17:00,False,False,1.92,52
ST2025004308,BOM,2024-06-10 22:09:00,2024-06-11 10:09:00,2024-06-11 17:09:00,False,False,2.22,45
ST2025004309,DEL,2024-11-14 09:07:00,2024-11-15 10:07:00,2024-11-15 08:07:00,False,False,1.95,195
ST2025004310,DEL,2024-12-20 14:29:00,2024-12-21 03:29:00,2024-12-21 17:29:00,False,False,2.59,181
ST2025004311,BLR,2024-05-12 07:59:00,2024-05-12 20:59:00,2024-05-15 00:59:00,False,True,0.84,68
ST2025004312,DEL,2024-12-10 12:12:00,2024-12-11 09:12:00,2024-12-12 08:12:00,False,False,0.98,139
ST2025004313,BLR,2024-11-01 02:17:00,2024-11-01 11:17:00,2024-11-03 14:17:00,False,False,0.86,89
ST2025004314,BOM,2024-08-26 15:09:00,2024-08-27 15:09:00,2024-08-28 02:09:00,False,True,0.49,154
ST2025004315,GGN,2024-04-17 23:33:00,2024-04-18 11:33:00,2024-04-19 03:33:00,False,False,0.84,166
ST2025004316,DEL,2024-05-10 14:17:00,2024-05-11 01:17:00,2024-05-11 17:17:00,False,False,1.59,93
ST2025004317,HYD,2024-11-08 10:55:00,2024-11-09 11:55:00,2024-11-10 09:55:00,False,False,2.7,159
ST2025004318,HYD,2024-12-24 23:17:00,2024-12-25 02:17:00,2024-12-26 07:17:00,False,True,1.25,76
ST2025004319,GGN,2024-02-29 10:52:00,2024-03-01 08:52:00,2024-03-02 05:52:00,False,False,1.37,38
ST2025004320,HYD,2024-02-06 07:17:00,2024-02-06 20:17:00,2024-02-08 01:17:00,False,False,0.5,42
ST2025004321,DEL,2024-06-24 11:55:00,2024-06-25 17:55:00,2024-06-26 22:55:00,False,False,2.36,95
ST2025004322,HYD,2024-01-17 15:19:00,2024-01-18 18:19:00,2024-01-19 02:19:00,True,False,0.28,81
ST2025004323,HYD,2024-08-31 07:12:00,2024-09-01 06:12:00,2024-09-02 11:12:00,False,False,0.74,131
ST2025004324,HYD,2024-08-27 08:58:00,2024-08-27 14:58:00,2024-08-28 11:58:00,False,False,2.18,70
ST2025004325,BLR,2024-01-21 19:53:00,2024-01-22 10:53:00,2024-01-24 01:53:00,False,False,0.73,133
ST2025004326,BOM,2024-09-20 06:24:00,2024-09-21 00:24:00,2024-09-21 07:24:00,False,False,0.61,108
ST2025004327,BLR,2024-06-12 03:49:00,2024-06-13 01:49:00,2024-06-13 06:49:00,False,False,2.09,104
ST2025004328,HYD,2024-05-06 15:53:00,2024-05-06 23:53:00,2024-05-08 03:53:00,False,False,0.27,41
ST2025004329,HYD,2024-05-21 16:44:00,2024-05-22 08:44:00,2024-05-22 16:44:00,False,False,0.75,114
ST2025004330,BOM,2024-04-07 18:31:00,2024-04-08 07:31:00,2024-04-08 13:31:00,False,False,0.87,134
ST2025004331,HYD,2024-08-20 10:49:00,2024-08-21 00:49:00,2024-08-22 11:49:00,False,False,2.9,103
ST2025004332,HYD,2024-04-21 22:04:00,2024-04-22 16:04:00,2024-04-22 19:04:00,False,False,2.72,49
ST2025004333,HYD,2024-07-12 17:50:00,2024-07-13 03:50:00,2024-07-15 06:50:00,False,False,0.76,171
ST2025004334,DEL,2024-12-11 07:46:00,2024-12-12 10:46:00,2024-12-13 00:46:00,False,False,2.23,81
ST2025004335,HYD,2024-09-19 05:13:00,2024-09-20 02:13:00,2024-09-20 12:13:00,False,False,1.83,74
ST2025004336,DEL,2024-09-30 10:28:00,2024-10-01 11:28:00,2024-10-01 19:28:00,True,False,2.11,94
ST2025004337,BLR,2024-11-04 19:11:00,2024-11-05 19:11:00,2024-11-07 02:11:00,False,False,2.88,132
ST2025004338,BOM,2024-05-19 09:22:00,2024-05-20 01:22:00,2024-05-20 08:22:00,False,False,1.1,175
ST2025004339,HYD,2024-01-10 15:25:00,2024-01-11 04:25:00,2024-01-13 01:25:00,False,False,0.61,148
ST2025004340,DEL,2024-07-21 11:09:00,2024-07-22 11:09:00,2024-07-23 21:09:00,False,False,2.74,161
ST2025004341,HYD,2024-12-21 10:53:00,2024-12-21 18:53:00,2024-12-22 12:53:00,False,False,1.28,48
ST2025004342,GGN,2024-11-18 00:30:00,2024-11-18 19:30:00,2024-11-20 03:30:00,False,False,1.24,97
ST2025004343,DEL,2024-02-07 20:14:00,2024-02-08 04:14:00,2024-02-09 21:14:00,False,True,1.58,184
ST2025004344,BLR,2024-09-15 13:11:00,2024-09-16 03:11:00,2024-09-17 18:11:00,False,False,2.79,89
ST2025004345,HYD,2024-09-21 18:13:00,2024-09-22 17:13:00,2024-09-22 23:13:00,False,False,2.12,123
ST2025004346,BOM,2024-12-01 19:29:00,2024-12-02 08:29:00,2024-12-03 12:29:00,False,False,1.14,86
ST2025004347,BLR,2024-12-11 08:19:00,2024-12-11 13:19:00,2024-12-13 00:19:00,False,False,2.46,102
ST2025004348,DEL,2024-04-21 19:22:00,2024-04-22 17:22:00,2024-04-22 17:22:00,False,False,0.69,173
ST2025004349,GGN,2024-04-03 14:51:00,2024-04-04 12:51:00,2024-04-04 06:51:00,False,False,2.14,51
ST2025004350,HYD,2024-06-29 06:16:00,2024-06-30 06:16:00,2024-06-30 10:16:00,False,False,2.18,96
ST2025004351,DEL,2024-10-06 03:27:00,2024-10-06 08:27:00,2024-10-07 04:27:00,False,False,1.11,72
ST2025004352,GGN,2024-12-30 23:47:00,2024-12-31 19:47:00,2025-01-01 04:47:00,False,True,1.49,84
ST2025004353,GGN,2024-01-14 16:35:00,2024-01-15 19:35:00,2024-01-16 12:35:00,False,False,0.8,71
ST2025004354,GGN,2024-04-27 19:50:00,2024-04-28 03:50:00,2024-04-29 15:50:00,False,False,0.94,141
ST2025004355,HYD,2024-04-13 01:35:00,2024-04-14 03:35:00,2024-04-14 10:35:00,True,False,0.45,139
ST2025004356,DEL,2024-09-02 17:23:00,2024-09-03 23:23:00,2024-09-03 17:23:00,False,False,1.42,33
ST2025004357,GGN,2024-04-24 09:32:00,2024-04-25 07:32:00,2024-04-26 01:32:00,False,False,2.98,133
ST2025004358,HYD,2024-11-27 09:31:00,2024-11-28 10:31:00,2024-11-29 01:31:00,False,False,2.51,92
ST2025004359,BLR,2024-02-22 20:08:00,2024-02-22 22:08:00,2024-02-24 06:08:00,False,False,1.32,78
ST2025004360,BOM,2024-03-25 20:08:00,2024-03-26 14:08:00,2024-03-26 11:08:00,False,False,0.79,128
ST2025004361,BLR,2024-10-20 11:13:00,2024-10-21 07:13:00,2024-10-22 08:13:00,False,False,2.05,199
ST2025004362,BOM,2024-08-03 14:13:00,2024-08-03 20:13:00,2024-08-04 14:13:00,True,False,1.97,25
ST2025004363,BOM,2024-07-14 10:41:00,2024-07-14 17:41:00,2024-07-16 22:41:00,True,False,1.78,65
ST2025004364,GGN,2024-01-02 16:47:00,2024-01-03 11:47:00,2024-01-04 20:47:00,True,False,2.45,167
ST2025004365,BOM,2024-08-04 20:44:00,2024-08-05 20:44:00,2024-08-06 23:44:00,False,True,1.46,79
ST2025004366,DEL,2024-01-24 17:14:00,2024-01-25 18:14:00,2024-01-27 02:14:00,False,False,2.55,31
ST2025004367,BLR,2024-06-18 02:54:00,2024-06-18 16:54:00,2024-06-19 14:54:00,False,True,2.2,34
ST2025004368,BLR,2024-05-13 14:52:00,2024-05-14 08:52:00,2024-05-15 17:52:00,False,False,2.1,174
ST2025004369,DEL,2024-07-11 18:58:00,2024-07-12 08:58:00,2024-07-13 20:58:00,False,False,1.4,112
ST2025004370,BOM,2024-09-07 09:03:00,2024-09-08 09:03:00,2024-09-09 11:03:00,False,False,0.53,33
ST2025004371,BLR,2024-02-15 07:45:00,2024-02-15 10:45:00,2024-02-15 22:45:00,False,False,1.19,100
ST2025004372,DEL,2024-04-20 03:18:00,2024-04-20 23:18:00,2024-04-22 22:18:00,False,False,1.37,26
ST2025004373,DEL,2024-02-21 12:40:00,2024-02-22 15:40:00,2024-02-22 08:40:00,False,True,1.76,82
ST2025004374,GGN,2024-03-10 17:20:00,2024-03-11 09:20:00,2024-03-12 18:20:00,False,False,2.34,44
ST2025004375,BLR,2024-03-14 16:59:00,2024-03-15 06:59:00,2024-03-16 06:59:00,False,False,1.45,90
ST2025004376,HYD,2024-02-11 06:22:00,2024-02-11 20:22:00,2024-02-12 14:22:00,False,False,0.58,53
ST2025004377,BLR,2024-07-22 17:48:00,2024-07-23 19:48:00,2024-07-23 10:48:00,False,False,0.78,64
ST2025004378,BLR,2024-04-01 20:44:00,2024-04-02 07:44:00,2024-04-04 07:44:00,True,False,2.06,131
ST2025004379,HYD,2024-12-21 15:40:00,2024-12-22 14:40:00,2024-12-23 19:40:00,False,False,0.62,133
ST2025004380,BLR,2024-05-29 23:13:00,2024-05-30 09:13:00,2024-05-30 14:13:00,False,False,0.51,168
ST2025004381,GGN,2024-07-02 10:21:00,2024-07-02 16:21:00,2024-07-04 16:21:00,False,False,1.94,135
ST2025004382,DEL,2024-10-29 10:12:00,2024-10-30 16:12:00,2024-10-31 07:12:00,False,False,2.75,77
ST2025004383,BLR,2024-04-29 12:38:00,2024-04-30 10:38:00,2024-05-01 17:38:00,False,False,2.99,86
ST2025004384,BLR,2024-04-13 15:06:00,2024-04-13 23:06:00,2024-04-15 04:06:00,True,False,1.58,71
ST2025004385,HYD,2024-09-13 08:39:00,2024-09-13 17:39:00,2024-09-16 00:39:00,False,False,2.7,124
ST2025004386,BOM,2024-04-24 20:57:00,2024-04-25 22:57:00,2024-04-26 09:57:00,False,False,0.95,172
ST2025004387,BLR,2024-08-08 10:14:00,2024-08-08 12:14:00,2024-08-10 19:14:00,False,False,0.31,116
ST2025004388,GGN,2024-07-21 06:47:00,2024-07-21 20:47:00,2024-07-23 13:47:00,False,False,2.12,172
ST2025004389,DEL,2024-02-22 01:00:00,2024-02-22 06:00:00,2024-02-23 00:00:00,False,False,2.29,138
ST2025004390,BOM,2024-05-09 21:52:00,2024-05-10 14:52:00,2024-05-11 17:52:00,False,False,1.4,91
ST2025004391,BOM,2024-03-03 11:05:00,2024-03-04 05:05:00,2024-03-05 16:05:00,False,False,1.32,80
ST2025004392,GGN,2024-02-21 05:49:00,2024-02-21 19:49:00,2024-02-23 17:49:00,True,False,2.22,171
ST2025004393,GGN,2024-12-12 09:01:00,2024-12-13 11:01:00,2024-12-14 10:01:00,True,False,2.97,165
ST2025004394,DEL,2024-06-28 19:07:00,2024-06-29 08:07:00,2024-06-30 04:07:00,False,False,2.66,97
ST2025004395,HYD,2024-08-19 11:54:00,2024-08-20 09:54:00,2024-08-20 12:54:00,False,True,1.48,53
ST2025004396,DEL,2024-07-22 09:43:00,2024-07-22 18:43:00,2024-07-25 01:43:00,False,False,0.79,42
ST2025004397,DEL,2024-04-23 18:41:00,2024-04-24 02:41:00,2024-04-26 04:41:00,False,False,1.17,36
ST2025004398,HYD,2024-08-03 12:52:00,2024-08-04 13:52:00,2024-08-04 10:52:00,False,False,2.23,80
ST2025004399,BLR,2024-09-24 01:00:00,2024-09-24 11:00:00,2024-09-26 08:00:00,False,False,2.69,90
ST2025004400,BLR,2024-07-31 09:02:00,2024-07-31 16:02:00,2024-08-02 14:02:00,False,False,1.99,82
ST2025004401,BOM,2024-10-31 21:52:00,2024-11-01 17:52:00,2024-11-02 09:52:00,False,False,1.14,157
ST2025004402,HYD,2024-09-21 12:36:00,2024-09-22 01:36:00,2024-09-23 11:36:00,False,True,0.77,138
ST2025004403,BLR,2024-11-07 19:00:00,2024-11-08 10:00:00,2024-11-09 04:00:00,False,False,2.21,192
ST2025004404,BLR,2024-04-15 09:34:00,2024-04-15 18:34:00,2024-04-16 08:34:00,False,False,1.8,134
ST2025004405,BOM,2024-08-31 23:56:00,2024-09-02 03:56:00,2024-09-02 07:56:00,False,True,1.45,182
ST2025004406,GGN,2024-01-26 21:18:00,2024-01-28 02:18:00,2024-01-29 09:18:00,False,False,2.41,46
ST2025004407,DEL,2024-07-29 02:33:00,2024-07-30 04:33:00,2024-07-30 07:33:00,False,False,0.83,131
ST2025004408,HYD,2024-10-01 07:47:00,2024-10-02 02:47:00,2024-10-02 08:47:00,True,False,0.21,133
ST2025004409,DEL,2024-06-28 17:37:00,2024-06-29 15:37:00,2024-06-30 01:37:00,False,False,1.31,191
ST2025004410,BLR,2024-08-14 07:58:00,2024-08-14 12:58:00,2024-08-16 03:58:00,False,False,0.92,117
ST2025004411,DEL,2024-08-11 12:29:00,2024-08-12 15:29:00,2024-08-13 05:29:00,False,False,1.33,79
ST2025004412,BLR,2024-03-30 06:14:00,2024-03-31 02:14:00,2024-03-31 08:14:00,False,False,2.99,177
ST2025004413,DEL,2024-09-30 16:40:00,2024-10-02 01:40:00,2024-10-02 14:40:00,False,False,0.67,158
ST2025004414,BLR,2024-05-04 14:24:00,2024-05-05 06:24:00,2024-05-07 02:24:00,False,False,0.54,51
ST2025004415,HYD,2024-11-08 00:57:00,2024-11-08 23:57:00,2024-11-09 19:57:00,False,False,0.25,173
ST2025004416,BLR,2024-06-03 21:06:00,2024-06-04 18:06:00,2024-06-06 07:06:00,False,True,2.44,191
ST2025004417,BOM,2024-09-19 11:24:00,2024-09-20 09:24:00,2024-09-21 04:24:00,False,True,1.68,62
ST2025004418,BLR,2024-08-10 11:11:00,2024-08-10 21:11:00,2024-08-12 07:11:00,False,False,1.4,55
ST2025004419,HYD,2024-12-14 20:44:00,2024-12-15 18:44:00,2024-12-17 10:44:00,False,True,1.23,122
ST2025004420,GGN,2024-08-07 20:35:00,2024-08-08 11:35:00,2024-08-08 16:35:00,False,False,1.03,169
ST2025004421,GGN,2024-11-06 00:10:00,2024-11-06 22:10:00,2024-11-07 07:10:00,False,False,1.09,74
ST2025004422,DEL,2024-12-24 02:36:00,2024-12-24 11:36:00,2024-12-26 09:36:00,False,False,2.29,98
ST2025004423,HYD,2024-12-17 04:43:00,2024-12-17 16:43:00,2024-12-18 23:43:00,False,False,1.01,182
ST2025004424,HYD,2024-06-29 20:24:00,2024-06-30 17:24:00,2024-07-01 22:24:00,False,False,2.26,183
ST2025004425,HYD,2024-12-25 23:36:00,2024-12-26 13:36:00,2024-12-27 01:36:00,False,True,2.62,116
ST2025004426,GGN,2024-10-28 14:36:00,2024-10-28 18:36:00,2024-10-30 21:36:00,False,False,2.93,36
ST2025004427,BLR,2024-02-10 22:24:00,2024-02-11 13:24:00,2024-02-12 22:24:00,False,False,1.38,178
ST2025004428,BLR,2024-03-02 08:53:00,2024-03-03 10:53:00,2024-03-04 02:53:00,False,False,2.54,43
ST2025004429,BOM,2024-07-18 18:37:00,2024-07-18 20:37:00,2024-07-20 04:37:00,False,False,1.39,181
ST2025004430,DEL,2024-09-26 19:48:00,2024-09-27 22:48:00,2024-09-27 17:48:00,False,False,2.88,50
ST2025004431,HYD,2024-07-20 13:14:00,2024-07-20 20:14:00,2024-07-22 16:14:00,True,False,2.19,77
ST2025004432,HYD,2024-12-20 13:13:00,2024-12-20 23:13:00,2024-12-21 12:13:00,False,False,2.14,29
ST2025004433,BLR,2024-10-29 18:07:00,2024-10-30 15:07:00,2024-10-31 01:07:00,False,True,0.89,31
ST2025004434,GGN,2024-02-18 21:30:00,2024-02-19 20:30:00,2024-02-19 14:30:00,False,False,1.98,120
ST2025004435,HYD,2024-06-19 16:44:00,2024-06-20 07:44:00,2024-06-21 09:44:00,False,False,2.29,186
ST2025004436,DEL,2024-09-12 12:11:00,2024-09-12 21:11:00,2024-09-13 12:11:00,True,False,1.86,92
ST2025004437,GGN,2024-01-27 23:47:00,2024-01-28 20:47:00,2024-01-29 00:47:00,False,False,0.36,40
ST2025004438,HYD,2024-03-25 02:06:00,2024-03-26 07:06:00,2024-03-28 00:06:00,False,False,2.94,63
ST2025004439,BLR,2024-06-25 16:10:00,2024-06-27 01:10:00,2024-06-28 10:10:00,False,False,1.96,194
ST2025004440,HYD,2024-12-26 07:27:00,2024-12-27 13:27:00,2024-12-28 16:27:00,False,False,0.9,185
ST2025004441,DEL,2024-01-29 13:20:00,2024-01-30 02:20:00,2024-01-30 08:20:00,False,True,2.28,42
ST2025004442,BLR,2024-08-14 14:33:00,2024-08-14 23:33:00,2024-08-15 22:33:00,False,True,1.62,92
ST2025004443,HYD,2024-09-22 13:47:00,2024-09-23 02:47:00,2024-09-23 14:47:00,False,False,1.33,175
ST2025004444,HYD,2024-09-05 07:54:00,2024-09-06 09:54:00,2024-09-06 14:54:00,False,False,2.62,54
ST2025004445,BOM,2024-10-19 04:19:00,2024-10-19 19:19:00,2024-10-20 19:19:00,False,False,0.23,144
ST2025004446,GGN,2024-12-03 23:15:00,2024-12-04 19:15:00,2024-12-06 04:15:00,False,False,0.99,198
ST2025004447,BOM,2024-12-14 22:19:00,2024-12-16 00:19:00,2024-12-15 21:19:00,False,False,0.62,29
ST2025004448,HYD,2024-10-18 07:01:00,2024-10-18 18:01:00,2024-10-20 21:01:00,False,False,0.81,30
ST2025004449,BOM,2024-07-19 10:01:00,2024-07-19 23:01:00,2024-07-20 12:01:00,True,False,1.84,70
ST2025004450,DEL,2024-04-16 02:06:00,2024-04-16 12:06:00,2024-04-18 17:06:00,False,False,2.66,168
ST2025004451,BOM,2024-06-14 16:56:00,2024-06-15 06:56:00,2024-06-16 10:56:00,False,False,1.9,139
ST2025004452,DEL,2024-11-27 12:35:00,2024-11-28 14:35:00,2024-11-29 15:35:00,False,False,0.24,173
ST2025004453,GGN,2024-11-16 05:19:00,2024-11-17 06:19:00,2024-11-17 11:19:00,False,True,2.47,68
ST2025004454,GGN,2024-08-28 04:18:00,2024-08-29 00:18:00,2024-08-29 00:18:00,False,False,2.46,165
ST2025004455,BLR,2024-11-20 07:51:00,2024-11-20 13:51:00,2024-11-22 01:51:00,False,True,2.22,140
ST2025004456,HYD,2024-07-05 00:33:00,2024-07-05 13:33:00,2024-07-06 22:33:00,False,False,2.24,189
ST2025004457,DEL,2024-05-07 14:12:00,2024-05-08 16:12:00,2024-05-08 07:12:00,False,False,0.84,124
ST2025004458,BLR,2024-02-11 07:55:00,2024-02-11 12:55:00,2024-02-12 13:55:00,False,False,1.65,127
ST2025004459,HYD,2024-11-25 07:46:00,2024-11-25 20:46:00,2024-11-28 00:46:00,False,False,1.34,157
ST2025004460,BLR,2024-07-13 04:02:00,2024-07-13 14:02:00,2024-07-14 16:02:00,False,False,2.86,197
ST2025004461,BOM,2024-07-15 19:36:00,2024-07-17 05:36:00,2024-07-17 07:36:00,False,False,1.36,180
ST2025004462,BOM,2024-10-09 14:57:00,2024-10-10 15:57:00,2024-10-11 02:57:00,True,True,1.39,188
ST2025004463,GGN,2024-07-05 07:15:00,2024-07-06 13:15:00,2024-07-06 13:15:00,False,False,1.0,127
ST2025004464,DEL,2024-03-17 21:37:00,2024-03-18 19:37:00,2024-03-19 04:37:00,True,False,2.41,34
ST2025004465,GGN,2024-12-07 00:51:00,2024-12-08 04:51:00,2024-12-09 11:51:00,False,False,0.51,148
ST2025004466,BLR,2024-11-05 02:59:00,2024-11-05 07:59:00,2024-11-06 22:59:00,False,False,1.18,109
ST2025004467,GGN,2024-04-11 09:49:00,2024-04-12 11:49:00,2024-04-12 17:49:00,False,False,0.71,27
ST2025004468,BOM,2024-06-17 15:33:00,2024-06-18 07:33:00,2024-06-19 00:33:00,False,False,0.88,69
ST2025004469,BOM,2024-04-16 06:44:00,2024-04-17 02:44:00,2024-04-18 08:44:00,False,False,0.5,76
ST2025004470,GGN,2024-12-27 13:42:00,2024-12-27 19:42:00,2024-12-28 21:42:00,False,False,2.57,83
ST2025004471,DEL,2024-04-28 02:45:00,2024-04-28 17:45:00,2024-04-30 19:45:00,False,False,2.04,167
ST2025004472,GGN,2024-12-01 03:12:00,2024-12-01 19:12:00,2024-12-02 19:12:00,False,False,0.82,91
ST2025004473,GGN,2024-04-07 22:52:00,2024-04-08 16:52:00,2024-04-09 10:52:00,False,False,0.47,37
ST2025004474,GGN,2024-03-06 05:20:00,2024-03-06 23:20:00,2024-03-08 17:20:00,False,True,1.92,170
