log_id,order_id,channel,direction,template_type,sent_time,delivery_status,customer_action
LOG0022637,ST2025000198,WhatsApp,Outbound,Vet Transfer,2024-03-28 23:32:00,Failed,Ignored
LOG0022638,ST2025004331,WhatsApp,Outbound,Vet Transfer,2024-06-13 00:58:00,Delivered,Clicked
LOG0022639,ST2025003517,WhatsApp,Outbound,O2C,2024-12-19 01:09:00,Delivered,Ignored
LOG0022640,ST2025004899,Call,Outbound,Delivery Update,2024-08-21 19:20:00,Delivered,Replied
LOG0022641,ST2025001154,Call,Outbound,Vet Transfer,2024-02-06 19:14:00,Read,Ignored
LOG0022642,ST2025008017,Email,Outbound,Delivery Update,2024-05-11 21:01:00,Delivered,Clicked
LOG0022643,ST2025001807,Email,Inbound,O2C,2024-11-17 10:01:00,Read,Clicked
LOG0022644,ST2025008139,SMS,Outbound,O2C,2024-12-13 09:10:00,Delivered,Clicked
LOG0022645,ST2025007383,Call,Outbound,Vet Transfer,2024-01-15 11:48:00,Delivered,Ignored
LOG0022646,ST2025002489,SMS,Outbound,Payment Reminder,2024-10-21 22:43:00,Delivered,Ignored
LOG0022647,ST2025001174,Email,Outbound,Payment Reminder,2024-07-01 06:20:00,Read,Ignored
LOG0022648,ST2025008695,Call,Outbound,Delivery Update,2024-12-30 03:55:00,Read,Clicked
LOG0022649,ST2025007456,Email,Inbound,Payment Reminder,2024-02-16 17:26:00,Read,Ignored
LOG0022650,ST2025005699,SMS,Outbound,Payment Reminder,2024-07-16 22:19:00,Delivered,Clicked
LOG0022651,ST2025007437,Email,Outbound,Payment Reminder,2024-09-24 22:35:00,Read,Ignored
LOG0022652,ST2025002725,WhatsApp,Outbound,Delivery Update,2024-06-12 21:21:00,Read,Clicked
LOG0022653,ST2025009160,SMS,Outbound,Vet Transfer,2024-11-16 05:00:00,Delivered,Ignored
LOG0022654,ST2025005985,WhatsApp,Outbound,Delivery Update,2024-12-18 16:18:00,Delivered,Clicked
LOG0022655,ST2025005357,WhatsApp,Inbound,Delivery Update,2024-06-19 14:50:00,Read,Ignored
LOG0022656,ST2025000615,Call,Inbound,Delivery Update,2024-01-08 15:33:00,Delivered,Ignored
LOG0022657,ST2025007092,WhatsApp,Outbound,Delivery Update,2024-11-11 21:32:00,Delivered,Replied
LOG0022658,ST2025001380,WhatsApp,Outbound,Vet Transfer,2024-10-15 16:46:00,Read,Ignored
LOG0022659,ST2025001218,WhatsApp,Outbound,Delivery Update,2024-01-21 03:53:00,Read,Ignored
LOG0022660,ST2025005669,Email,Outbound,Payment Reminder,2024-08-08 21:40:00,Delivered,Ignored
LOG0022661,ST2025003824,Call,Inbound,Vet Transfer,2024-09-18 16:38:00,Delivered,Replied
LOG0022662,ST2025008743,Email,Outbound,Payment Reminder,2024-08-14 14:30:00,Read,Ignored
LOG0022663,ST2025005893,WhatsApp,Outbound,O2C,2024-07-07 19:06:00,Delivered,Clicked
LOG0022664,ST2025002833,SMS,Outbound,Payment Reminder,2024-07-27 15:30:00,Delivered,Ignored
LOG0022665,ST2025004051,Call,Outbound,Vet Transfer,2024-11-07 00:36:00,Failed,Ignored
LOG0022666,ST2025000291,Email,Outbound,Payment Reminder,2024-03-10 23:09:00,Delivered,Ignored
LOG0022667,ST2025007502,WhatsApp,Outbound,Delivery Update,2024-11-28 14:21:00,Delivered,Clicked
LOG0022668,ST2025007154,SMS,Outbound,Vet Transfer,2024-11-25 01:26:00,Delivered,Ignored
LOG0022669,ST2025001037,Email,Outbound,Payment Reminder,2024-01-24 19:01:00,Read,Ignored
LOG0022670,ST2025002832,SMS,Outbound,O2C,2024-11-12 02:07:00,Delivered,Ignored
LOG0022671,ST2025001337,Email,Outbound,Vet Transfer,2024-07-09 03:52:00,Delivered,Ignored
LOG0022672,ST2025009068,Email,Outbound,Delivery Update,2024-05-16 09:35:00,Read,Ignored
LOG0022673,ST2025005297,Call,Outbound,Vet Transfer,2024-01-13 12:29:00,Delivered,Ignored
LOG0022674,ST2025009541,Call,Inbound,Vet Transfer,2024-09-09 21:18:00,Delivered,Ignored
LOG0022675,ST2025001762,Email,Outbound,O2C,2024-03-14 00:16:00,Delivered,Ignored
LOG0022676,ST2025003117,SMS,Outbound,O2C,2024-12-21 07:07:00,Delivered,Clicked
LOG0022677,ST2025001210,SMS,Outbound,Delivery Update,2024-05-31 05:50:00,Failed,Clicked
LOG0022678,ST2025008135,Call,Outbound,Payment Reminder,2024-01-01 02:46:00,Delivered,Replied
LOG0022679,ST2025006618,WhatsApp,Outbound,Delivery Update,2024-10-03 12:06:00,Read,Ignored
LOG0022680,ST2025005019,Call,Outbound,Delivery Update,2024-04-13 06:35:00,Delivered,Clicked
LOG0022681,ST2025000129,Call,Inbound,Delivery Update,2024-10-24 08:37:00,Delivered,Ignored
LOG0022682,ST2025008890,Call,Inbound,Payment Reminder,2024-08-25 06:29:00,Delivered,Replied
LOG0022683,ST2025003637,SMS,Outbound,O2C,2024-07-22 05:51:00,Read,Replied
LOG0022684,ST2025004161,SMS,Outbound,Payment Reminder,2024-03-18 19:10:00,Delivered,Ignored
LOG0022685,ST2025001005,Call,Outbound,O2C,2024-07-24 01:22:00,Delivered,Ignored
LOG0022686,ST2025005018,WhatsApp,Outbound,Payment Reminder,2024-10-13 18:38:00,Delivered,Ignored
LOG0022687,ST2025000263,Email,Outbound,Payment Reminder,2024-08-30 04:33:00,Delivered,Clicked
LOG0022688,ST2025006792,SMS,Inbound,O2C,2024-10-27 07:16:00,Delivered,Ignored
LOG0022689,ST2025001237,WhatsApp,Outbound,Delivery Update,2024-08-21 22:40:00,Read,Ignored
LOG0022690,ST2025008849,Email,Outbound,O2C,2024-11-11 15:43:00,Delivered,Clicked
LOG0022691,ST2025002790,Call,Outbound,Payment Reminder,2024-10-09 00:41:00,Read,Clicked
LOG0022692,ST2025004059,WhatsApp,Outbound,O2C,2024-07-14 10:09:00,Delivered,Replied
LOG0022693,ST2025005925,Email,Outbound,Vet Transfer,2024-07-17 21:15:00,Delivered,Clicked
LOG0022694,ST2025007037,Email,Outbound,Delivery Update,2024-06-29 03:15:00,Delivered,Clicked
LOG0022695,ST2025008645,Call,Inbound,Payment Reminder,2024-04-03 18:19:00,Delivered,Replied
LOG0022696,ST2025003578,Call,Inbound,Vet Transfer,2024-08-24 15:39:00,Delivered,Ignored
LOG0022697,ST2025006414,SMS,Outbound,Delivery Update,2024-11-04 03:01:00,Delivered,Ignored
LOG0022698,ST2025007356,WhatsApp,Outbound,O2C,2024-02-24 19:45:00,Delivered,Ignored
LOG0022699,ST2025000244,Email,Outbound,O2C,2024-08-31 07:51:00,Delivered,Ignored
LOG0022700,ST2025001656,WhatsApp,Outbound,Vet Transfer,2024-09-07 04:52:00,Delivered,Clicked
LOG0022701,ST2025005252,Email,Outbound,Delivery Update,2024-06-04 19:37:00,Read,Ignored
LOG0022702,ST2025007788,Call,Inbound,Payment Reminder,2024-12-06 11:40:00,Delivered,Ignored
LOG0022703,ST2025006938,SMS,Inbound,Payment Reminder,2024-07-01 01:38:00,Delivered,Ignored
LOG0022704,ST2025008633,WhatsApp,Outbound,Payment Reminder,2024-04-28 21:34:00,Delivered,Clicked
LOG0022705,ST2025003678,SMS,Outbound,O2C,2024-08-26 01:48:00,Read,Ignored
LOG0022706,ST2025009719,Email,Outbound,Payment Reminder,2024-09-23 03:37:00,Delivered,Ignored
LOG0022707,ST2025009234,WhatsApp,Outbound,Payment Reminder,2024-12-22 05:11:00,Delivered,Ignored
LOG0022708,ST2025005277,SMS,Outbound,Vet Transfer,2024-02-18 00:23:00,Delivered,Ignored
LOG0022709,ST2025006877,WhatsApp,Outbound,O2C,2024-09-27 21:47:00,Delivered,Ignored
LOG0022710,ST2025007300,Call,Inbound,O2C,2024-07-28 01:35:00,Read,Ignored
LOG0022711,ST2025009331,Email,Outbound,Payment Reminder,2024-12-21 06:02:00,Delivered,Ignored
LOG0022712,ST2025002877,Email,Outbound,Vet Transfer,2024-02-01 12:07:00,Delivered,Ignored
LOG0022713,ST2025006089,Call,Outbound,Vet Transfer,2024-05-16 06:38:00,Read,Ignored
LOG0022714,ST2025006952,Call,Outbound,Delivery Update,2024-04-27 00:21:00,Failed,Clicked
LOG0022715,ST2025005621,Email,Outbound,O2C,2024-07-22 12:40:00,Read,Ignored
LOG0022716,ST2025008896,Call,Inbound,Delivery Update,2024-08-02 10:14:00,Read,Ignored
LOG0022717,ST2025009806,SMS,Outbound,Vet Transfer,2024-05-19 03:58:00,Delivered,Ignored
LOG0022718,ST2025003668,WhatsApp,Outbound,Payment Reminder,2024-12-20 20:24:00,Delivered,Replied
LOG0022719,ST2025004575,Call,Outbound,Payment Reminder,2024-01-22 06:56:00,Delivered,Replied
LOG0022720,ST2025004249,WhatsApp,Outbound,Payment Reminder,2024-03-25 00:27:00,Delivered,Ignored
LOG0022721,ST2025007756,Email,Outbound,O2C,2024-06-22 00:52:00,Read,Ignored
LOG0022722,ST2025004548,WhatsApp,Outbound,Payment Reminder,2024-06-08 00:05:00,Delivered,Ignored
LOG0022723,ST2025006605,Email,Outbound,Payment Reminder,2024-01-18 11:15:00,Delivered,Ignored
LOG0022724,ST2025006453,Call,Outbound,Delivery Update,2024-10-28 06:23:00,Delivered,Ignored
LOG0022725,ST2025008771,Call,Outbound,O2C,2024-10-11 18:29:00,Delivered,Replied
LOG0022726,ST2025003303,SMS,Outbound,Payment Reminder,2024-01-29 16:02:00,Delivered,Clicked
LOG0022727,ST2025001160,Call,Outbound,Payment Reminder,2024-08-11 10:42:00,Read,Ignored
LOG0022728,ST2025006530,SMS,Outbound,Vet Transfer,2024-01-16 12:22:00,Delivered,Ignored
LOG0022729,ST2025002586,Call,Outbound,O2C,2024-11-16 21:09:00,Failed,Ignored
LOG0022730,ST2025007816,Email,Outbound,O2C,2024-08-30 03:52:00,Delivered,Clicked
LOG0022731,ST2025006625,SMS,Outbound,Delivery Update,2024-02-24 21:41:00,Delivered,Replied
LOG0022732,ST2025008860,Call,Outbound,Vet Transfer,2024-01-06 11:25:00,Delivered,Ignored
LOG0022733,ST2025002158,Email,Inbound,Delivery Update,2024-05-28 21:38:00,Read,Ignored
LOG0022734,ST2025004937,Call,Outbound,Vet Transfer,2024-08-09 15:29:00,Delivered,Ignored
LOG0022735,ST2025001868,SMS,Outbound,Delivery Update,2024-02-22 11:56:00,Read,Ignored
LOG0022736,ST2025005184,WhatsApp,Outbound,Delivery Update,2024-10-24 02:13:00,Read,Ignored
LOG0022737,ST2025001703,SMS,Outbound,Payment Reminder,2024-07-20 11:19:00,Read,Ignored
LOG0022738,ST2025000735,WhatsApp,Inbound,Vet Transfer,2024-01-10 18:31:00,Delivered,Clicked
LOG0022739,ST2025005583,WhatsApp,Outbound,O2C,2024-07-11 06:00:00,Delivered,Ignored
LOG0022740,ST2025003895,WhatsApp,Outbound,O2C,2024-04-23 06:42:00,Delivered,Ignored
LOG0022741,ST2025008217,Email,Outbound,O2C,2024-11-27 19:27:00,Read,Ignored
LOG0022742,ST2025008224,SMS,Outbound,Vet Transfer,2024-03-02 11:39:00,Delivered,Ignored
LOG0022743,ST2025004987,Call,Outbound,Vet Transfer,2024-09-26 00:50:00,Delivered,Ignored
LOG0022744,ST2025005472,Email,Inbound,O2C,2024-10-15 05:05:00,Read,Ignored
LOG0022745,ST2025009949,Call,Outbound,Vet Transfer,2024-09-28 07:42:00,Read,Ignored
LOG0022746,ST2025008064,SMS,Inbound,O2C,2024-02-29 15:52:00,Delivered,Clicked
LOG0022747,ST2025008191,SMS,Outbound,O2C,2024-04-10 03:16:00,Read,Ignored
LOG0022748,ST2025001792,Email,Outbound,Vet Transfer,2024-01-22 19:16:00,Delivered,Ignored
LOG0022749,ST2025003907,SMS,Outbound,O2C,2024-07-03 02:10:00,Delivered,Replied
LOG0022750,ST2025006443,Call,Outbound,Delivery Update,2024-01-28 23:47:00,Delivered,Replied
LOG0022751,ST2025007104,WhatsApp,Outbound,Delivery Update,2024-07-03 20:28:00,Delivered,Clicked
LOG0022752,ST2025000604,Call,Outbound,Payment Reminder,2024-10-02 07:14:00,Read,Ignored
LOG0022753,ST2025001996,WhatsApp,Inbound,Vet Transfer,2024-11-08 15:03:00,Read,Ignored
LOG0022754,ST2025003019,SMS,Inbound,Delivery Update,2024-01-02 03:13:00,Read,Ignored
LOG0022755,ST2025001680,Call,Outbound,Delivery Update,2024-03-03 05:16:00,Delivered,Clicked
LOG0022756,ST2025003404,SMS,Outbound,Payment Reminder,2024-02-18 06:34:00,Read,Ignored
LOG0022757,ST2025003892,WhatsApp,Outbound,Delivery Update,2024-01-15 06:59:00,Delivered,Ignored
LOG0022758,ST2025005416,Email,Outbound,Delivery Update,2024-10-19 16:39:00,Delivered,Ignored
LOG0022759,ST2025007084,SMS,Outbound,O2C,2024-04-08 15:48:00,Delivered,Replied
LOG0022760,ST2025003225,SMS,Inbound,Payment Reminder,2024-02-08 14:38:00,Delivered,Ignored
LOG0022761,ST2025005467,Email,Outbound,Delivery Update,2024-04-26 05:30:00,Delivered,Replied
LOG0022762,ST2025007601,Call,Outbound,Delivery Update,2024-04-30 05:15:00,Delivered,Ignored
LOG0022763,ST2025008105,SMS,Outbound,Payment Reminder,2024-04-25 16:03:00,Read,Ignored
LOG0022764,ST2025003028,Call,Outbound,Payment Reminder,2024-01-02 23:00:00,Read,Ignored
LOG0022765,ST2025006510,WhatsApp,Outbound,O2C,2024-09-14 00:57:00,Delivered,Ignored
LOG0022766,ST2025002056,Email,Outbound,O2C,2024-11-23 20:10:00,Delivered,Replied
LOG0022767,ST2025000626,Email,Outbound,Payment Reminder,2024-12-09 16:47:00,Delivered,Ignored
LOG0022768,ST2025004740,Email,Outbound,O2C,2024-04-17 02:03:00,Read,Ignored
LOG0022769,ST2025004421,Email,Outbound,Payment Reminder,2024-03-17 16:18:00,Read,Clicked
LOG0022770,ST2025001614,Email,Outbound,Delivery Update,2024-03-22 21:46:00,Delivered,Replied
LOG0022771,ST2025004817,Email,Inbound,O2C,2024-07-21 12:16:00,Read,Ignored
LOG0022772,ST2025004164,WhatsApp,Outbound,Vet Transfer,2024-09-24 04:18:00,Delivered,Ignored
LOG0022773,ST2025005544,WhatsApp,Outbound,Vet Transfer,2024-07-08 08:40:00,Delivered,Ignored
LOG0022774,ST2025002121,Call,Outbound,Vet Transfer,2024-06-19 05:39:00,Delivered,Ignored
LOG0022775,ST2025001642,SMS,Outbound,O2C,2024-10-06 12:52:00,Failed,Clicked
LOG0022776,ST2025009679,Call,Outbound,Delivery Update,2024-07-29 00:16:00,Read,Clicked
LOG0022777,ST2025003610,Email,Outbound,Delivery Update,2024-01-12 20:58:00,Delivered,Clicked
LOG0022778,ST2025000880,SMS,Outbound,O2C,2024-07-11 22:21:00,Delivered,Clicked
LOG0022779,ST2025004775,Email,Outbound,Delivery Update,2024-01-14 05:32:00,Delivered,Clicked
LOG0022780,ST2025007702,Call,Outbound,Delivery Update,2024-11-04 05:24:00,Delivered,Ignored
LOG0022781,ST2025006986,WhatsApp,Outbound,Delivery Update,2024-05-05 22:22:00,Failed,Clicked
LOG0022782,ST2025005374,Email,Outbound,Delivery Update,2024-11-21 19:55:00,Delivered,Clicked
LOG0022783,ST2025009859,Email,Outbound,Payment Reminder,2024-03-19 19:31:00,Delivered,Ignored
LOG0022784,ST2025001091,Call,Outbound,Payment Reminder,2024-08-20 20:42:00,Delivered,Replied
LOG0022785,ST2025003151,Call,Outbound,Payment Reminder,2024-10-10 18:43:00,Delivered,Ignored
LOG0022786,ST2025007671,WhatsApp,Outbound,Payment Reminder,2024-11-16 12:51:00,Delivered,Clicked
LOG0022787,ST2025008476,WhatsApp,Outbound,Vet Transfer,2024-02-17 13:44:00,Delivered,Replied
LOG0022788,ST2025009208,Call,Outbound,Vet Transfer,2024-09-06 07:56:00,Delivered,Clicked
LOG0022789,ST2025004409,WhatsApp,Outbound,O2C,2024-10-26 00:53:00,Delivered,Ignored
LOG0022790,ST2025009360,Call,Outbound,O2C,2024-11-04 11:25:00,Delivered,Ignored
LOG0022791,ST2025009413,WhatsApp,Outbound,Payment Reminder,2024-04-11 02:49:00,Delivered,Ignored
LOG0022792,ST2025000748,Email,Outbound,Vet Transfer,2024-04-21 16:48:00,Delivered,Ignored
LOG0022793,ST2025007953,Email,Inbound,Delivery Update,2024-06-15 17:23:00,Delivered,Ignored
LOG0022794,ST2025001164,Call,Inbound,O2C,2024-10-09 08:33:00,Delivered,Clicked
LOG0022795,ST2025004093,Email,Inbound,O2C,2024-08-25 17:47:00,Delivered,Ignored
LOG0022796,ST2025003817,SMS,Outbound,Payment Reminder,2024-08-19 09:59:00,Read,Ignored
LOG0022797,ST2025001727,WhatsApp,Outbound,Vet Transfer,2024-02-25 00:43:00,Delivered,Clicked
LOG0022798,ST2025001467,WhatsApp,Inbound,Payment Reminder,2024-04-05 15:32:00,Delivered,Replied
LOG0022799,ST2025000700,Email,Inbound,Vet Transfer,2024-09-16 21:44:00,Delivered,Ignored
LOG0022800,ST2025004312,Email,Outbound,O2C,2024-12-21 03:13:00,Delivered,Clicked
LOG0022801,ST2025004918,Email,Outbound,Delivery Update,2024-10-31 07:17:00,Read,Ignored
LOG0022802,ST2025008610,WhatsApp,Outbound,O2C,2024-11-05 01:05:00,Read,Clicked
LOG0022803,ST2025004427,WhatsApp,Outbound,Delivery Update,2024-08-24 09:53:00,Read,Replied
LOG0022804,ST2025009125,Email,Outbound,Payment Reminder,2024-09-10 23:50:00,Delivered,Ignored
LOG0022805,ST2025007245,SMS,Outbound,O2C,2024-11-19 08:35:00,Delivered,Ignored
LOG0022806,ST2025002272,WhatsApp,Outbound,Delivery Update,2024-09-02 15:25:00,Delivered,Clicked
LOG0022807,ST2025004475,SMS,Outbound,Vet Transfer,2024-07-17 20:21:00,Read,Ignored
LOG0022808,ST2025007649,WhatsApp,Outbound,Delivery Update,2024-07-17 21:35:00,Delivered,Ignored
LOG0022809,ST2025005350,Email,Inbound,Payment Reminder,2024-05-07 19:29:00,Delivered,Ignored
LOG0022810,ST2025004410,Email,Outbound,Vet Transfer,2024-09-05 10:56:00,Read,Ignored
LOG0022811,ST2025001464,Call,Outbound,Payment Reminder,2024-02-10 13:41:00,Delivered,Ignored
LOG0022812,ST2025000643,Call,Outbound,O2C,2024-12-11 03:04:00,Delivered,Ignored
LOG0022813,ST2025002182,SMS,Outbound,Delivery Update,2024-03-27 05:07:00,Delivered,Ignored
LOG0022814,ST2025007138,Call,Outbound,Delivery Update,2024-07-31 07:17:00,Delivered,Clicked
LOG0022815,ST2025006418,Call,Inbound,O2C,2024-07-25 05:56:00,Read,Replied
LOG0022816,ST2025001939,WhatsApp,Outbound,Payment Reminder,2024-05-01 08:34:00,Delivered,Replied
LOG0022817,ST2025009364,WhatsApp,Outbound,Vet Transfer,2024-12-23 20:46:00,Delivered,Ignored
LOG0022818,ST2025006795,SMS,Outbound,Payment Reminder,2024-02-18 02:51:00,Failed,Ignored
LOG0022819,ST2025000865,Email,Outbound,Delivery Update,2024-02-08 20:29:00,Delivered,Ignored
LOG0022820,ST2025008080,WhatsApp,Outbound,Payment Reminder,2024-08-13 11:55:00,Delivered,Ignored
LOG0022821,ST2025005738,SMS,Outbound,O2C,2024-01-05 08:07:00,Delivered,Ignored
LOG0022822,ST2025003534,Call,Outbound,O2C,2024-08-02 09:44:00,Read,Ignored
LOG0022823,ST2025001048,Call,Outbound,Payment Reminder,2024-07-24 01:09:00,Read,Clicked
LOG0022824,ST2025004294,Email,Outbound,Vet Transfer,2024-09-11 18:39:00,Delivered,Ignored
LOG0022825,ST2025001323,Email,Inbound,Delivery Update,2024-11-28 20:28:00,Delivered,Clicked
LOG0022826,ST2025006597,Email,Outbound,Delivery Update,2024-07-08 13:30:00,Read,Ignored
LOG0022827,ST2025002915,Email,Outbound,Vet Transfer,2024-02-10 12:51:00,Delivered,Ignored
LOG0022828,ST2025006350,WhatsApp,Outbound,O2C,2024-07-23 06:10:00,Read,Ignored
LOG0022829,ST2025003860,WhatsApp,Outbound,Delivery Update,2024-08-24 04:56:00,Delivered,Ignored
LOG0022830,ST2025008268,SMS,Outbound,Payment Reminder,2024-06-11 10:40:00,Delivered,Ignored
LOG0022831,ST2025000679,Call,Outbound,Delivery Update,2024-09-14 02:40:00,Delivered,Ignored
LOG0022832,ST2025006032,Call,Outbound,O2C,2024-09-10 12:09:00,Delivered,Clicked
LOG0022833,ST2025007312,WhatsApp,Outbound,Delivery Update,2024-04-19 01:33:00,Delivered,Clicked
LOG0022834,ST2025008865,SMS,Inbound,Delivery Update,2024-06-03 03:59:00,Read,Clicked
LOG0022835,ST2025003175,SMS,Outbound,O2C,2024-02-15 07:51:00,Delivered,Ignored
LOG0022836,ST2025000586,WhatsApp,Outbound,Delivery Update,2024-01-22 06:01:00,Delivered,Clicked
LOG0022837,ST2025009294,Call,Outbound,O2C,2024-10-03 17:15:00,Delivered,Ignored
LOG0022838,ST2025001110,Email,Outbound,Vet Transfer,2024-11-26 19:14:00,Delivered,Ignored
LOG0022839,ST2025009347,Email,Inbound,O2C,2024-02-17 21:45:00,Failed,Clicked
LOG0022840,ST2025005784,WhatsApp,Inbound,Delivery Update,2024-02-15 07:07:00,Delivered,Ignored
LOG0022841,ST2025009580,WhatsApp,Outbound,O2C,2024-09-07 04:42:00,Delivered,Clicked
LOG0022842,ST2025009941,Email,Outbound,O2C,2024-11-09 10:55:00,Read,Ignored
LOG0022843,ST2025003840,WhatsApp,Outbound,Vet Transfer,2024-12-27 02:26:00,Delivered,Replied
LOG0022844,ST2025004311,SMS,Outbound,Vet Transfer,2024-01-27 03:23:00,Read,Ignored
LOG0022845,ST2025008070,WhatsApp,Outbound,Vet Transfer,2024-07-07 08:32:00,Delivered,Ignored
LOG0022846,ST2025001400,SMS,Outbound,Delivery Update,2024-09-15 18:09:00,Delivered,Ignored
LOG0022847,ST2025002724,Email,Outbound,O2C,2024-08-12 09:49:00,Read,Clicked
LOG0022848,ST2025006853,WhatsApp,Outbound,Payment Reminder,2024-08-31 00:44:00,Failed,Clicked
LOG0022849,ST2025002209,Call,Outbound,Vet Transfer,2024-10-07 20:59:00,Delivered,Replied
LOG0022850,ST2025009662,Email,Outbound,Payment Reminder,2024-01-23 18:31:00,Delivered,Ignored
LOG0022851,ST2025003520,WhatsApp,Outbound,Delivery Update,2024-04-27 10:57:00,Read,Clicked
LOG0022852,ST2025002093,WhatsApp,Outbound,Payment Reminder,2024-11-06 09:24:00,Delivered,Ignored
LOG0022853,ST2025000279,Email,Inbound,O2C,2024-09-30 09:37:00,Delivered,Clicked
LOG0022854,ST2025004940,Call,Outbound,Delivery Update,2024-07-01 15:07:00,Delivered,Replied
LOG0022855,ST2025002788,SMS,Inbound,O2C,2024-08-14 12:30:00,Delivered,Ignored
LOG0022856,ST2025004814,SMS,Outbound,Vet Transfer,2024-12-03 06:35:00,Read,Clicked
LOG0022857,ST2025007460,WhatsApp,Outbound,O2C,2024-12-15 10:07:00,Delivered,Ignored
LOG0022858,ST2025009359,SMS,Inbound,Payment Reminder,2024-08-11 07:17:00,Delivered,Ignored
LOG0022859,ST2025002757,SMS,Outbound,Payment Reminder,2024-12-26 00:15:00,Delivered,Ignored
LOG0022860,ST2025005361,SMS,Outbound,Vet Transfer,2024-12-03 19:44:00,Delivered,Clicked
LOG0022861,ST2025008929,SMS,Inbound,Delivery Update,2024-09-06 15:15:00,Delivered,Clicked
LOG0022862,ST2025003381,Call,Outbound,O2C,2024-02-28 02:50:00,Delivered,Ignored
LOG0022863,ST2025006770,Call,Outbound,Vet Transfer,2024-03-13 21:29:00,Delivered,Ignored
LOG0022864,ST2025003749,SMS,Outbound,Payment Reminder,2024-09-03 07:15:00,Delivered,Ignored
LOG0022865,ST2025006064,Call,Outbound,O2C,2024-05-17 07:49:00,Delivered,Ignored
LOG0022866,ST2025006307,SMS,Outbound,O2C,2024-03-02 08:19:00,Delivered,Ignored
LOG0022867,ST2025003903,SMS,Outbound,Delivery Update,2024-06-22 01:30:00,Delivered,Ignored
LOG0022868,ST2025001982,Call,Inbound,Payment Reminder,2024-07-21 13:46:00,Delivered,Ignored
LOG0022869,ST2025005994,WhatsApp,Outbound,O2C,2024-09-04 12:06:00,Delivered,Clicked
LOG0022870,ST2025004119,SMS,Outbound,Payment Reminder,2024-12-08 16:54:00,Delivered,Ignored
LOG0022871,ST2025002627,Email,Outbound,Vet Transfer,2024-07-13 07:22:00,Read,Ignored
LOG0022872,ST2025005106,WhatsApp,Outbound,Delivery Update,2024-11-23 22:05:00,Delivered,Ignored
LOG0022873,ST2025002792,SMS,Outbound,O2C,2024-04-21 19:46:00,Delivered,Ignored
LOG0022874,ST2025007434,SMS,Outbound,Payment Reminder,2024-09-19 03:00:00,Read,Ignored
LOG0022875,ST2025000301,SMS,Outbound,Payment Reminder,2024-06-23 09:01:00,Delivered,Ignored
LOG0022876,ST2025009730,SMS,Inbound,O2C,2024-08-24 08:14:00,Delivered,Ignored
LOG0022877,ST2025006534,Email,Inbound,Payment Reminder,2024-07-02 12:32:00,Delivered,Ignored
LOG0022878,ST2025005239,SMS,Outbound,Vet Transfer,2024-04-23 17:46:00,Delivered,Ignored
LOG0022879,ST2025007178,Email,Outbound,Delivery Update,2024-12-02 09:35:00,Delivered,Ignored
LOG0022880,ST2025008768,SMS,Outbound,O2C,2024-11-26 23:54:00,Delivered,Ignored
LOG0022881,ST2025003880,WhatsApp,Outbound,Payment Reminder,2024-01-09 12:47:00,Read,Replied
LOG0022882,ST2025004022,Email,Outbound,Delivery Update,2024-08-08 03:20:00,Delivered,Ignored
LOG0022883,ST2025002664,WhatsApp,Outbound,Delivery Update,2024-01-05 23:04:00,Delivered,Ignored
LOG0022884,ST2025004282,WhatsApp,Outbound,Vet Transfer,2024-01-06 22:24:00,Delivered,Replied
LOG0022885,ST2025007961,WhatsApp,Outbound,Vet Transfer,2024-07-01 12:39:00,Delivered,Clicked
LOG0022886,ST2025004149,Call,Inbound,O2C,2024-03-03 09:34:00,Delivered,Replied
LOG0022887,ST2025002222,SMS,Inbound,Vet Transfer,2024-10-03 08:53:00,Delivered,Clicked
LOG0022888,ST2025004713,SMS,Outbound,Delivery Update,2024-07-13 08:32:00,Delivered,Ignored
LOG0022889,ST2025006543,Call,Outbound,O2C,2024-01-30 10:11:00,Delivered,Clicked
LOG0022890,ST2025003827,SMS,Outbound,O2C,2024-09-13 23:35:00,Failed,Ignored
LOG0022891,ST2025008412,WhatsApp,Outbound,O2C,2024-01-14 04:45:00,Delivered,Ignored
LOG0022892,ST2025007738,Call,Inbound,O2C,2024-02-28 02:02:00,Failed,Clicked
LOG0022893,ST2025003743,SMS,Outbound,Payment Reminder,2024-02-09 22:07:00,Delivered,Replied
LOG0022894,ST2025001918,SMS,Outbound,Delivery Update,2024-07-11 21:34:00,Delivered,Replied
LOG0022895,ST2025002546,SMS,Inbound,Delivery Update,2024-10-27 23:21:00,Delivered,Clicked
LOG0022896,ST2025007768,Email,Inbound,O2C,2024-10-31 06:42:00,Failed,Ignored
LOG0022897,ST2025001554,SMS,Inbound,O2C,2024-02-10 16:04:00,Delivered,Ignored
LOG0022898,ST2025009352,SMS,Outbound,Delivery Update,2024-08-25 23:48:00,Delivered,Clicked
LOG0022899,ST2025000400,Email,Inbound,Payment Reminder,2024-04-09 13:06:00,Delivered,Clicked
LOG0022900,ST2025001927,Email,Outbound,Payment Reminder,2024-06-08 03:38:00,Delivered,Ignored
LOG0022901,ST2025000438,SMS,Outbound,Payment Reminder,2024-07-10 10:47:00,Delivered,Replied
LOG0022902,ST2025005110,WhatsApp,Outbound,O2C,2024-10-09 20:04:00,Delivered,Ignored
LOG0022903,ST2025000936,WhatsApp,Outbound,Payment Reminder,2024-11-24 19:36:00,Delivered,Clicked
